CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Country,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,cluster
10345.0,455,4,77,3329.56,832.39,4,446.3333333333333,0,7,0,832.39,505.53242230345626,235.844,0
10353.0,748,2,47,4145.42,2072.71,2,727.0,5,4,3,2072.71,1713.1924515943913,-2422.8200000000006,2
10359.0,332,2,41,1841.1399999999999,920.5699999999999,2,885.0,1,6,3,920.5699999999999,347.57126722443553,491.53999999999985,1
10373.0,637,2,33,2251.11,1125.555,2,596.0,3,14,4,1125.555,1328.434438747355,1878.69,1
10382.0,872,2,31,1807.7799999999997,903.8899999999999,2,212.0,0,0,3,903.8899999999999,616.6678238727881,-872.0999999999999,1
10387.0,1471,2,45,1163.57,581.785,2,237.0,3,8,1,581.785,34.88157751593234,-49.32999999999993,1
10412.0,821,2,90,5998.379999999999,2999.1899999999996,2,168.0,2,4,6,2999.1899999999996,973.4739056595203,1376.7000000000003,2
10418.0,266,3,82,5340.200000000001,1780.0666666666668,3,561.5,1,14,2,1780.0666666666668,849.3908954853079,-306.5999999999999,0
10425.0,163,2,81,3002.7700000000004,1501.3850000000002,2,1118.0,2,2,3,1501.3850000000002,1189.261682074219,-1681.8700000000001,2
10428.0,498,2,27,1064.04,532.02,2,114.0,1,12,5,532.02,582.6842719689625,824.04,1
10449.0,815,2,31,1197.5900000000001,598.7950000000001,2,238.0,1,8,0,598.7950000000001,263.05079366920756,372.0100000000001,1
10456.0,826,2,30,1748.85,874.425,2,951.0,4,11,4,874.425,185.04277356870762,261.68999999999994,1
10462.0,88,2,63,5219.58,2609.79,2,114.0,0,4,2,2609.79,1777.1997574273973,-2513.34,2
10469.0,349,2,42,308.44,154.22,2,170.0,3,0,2,154.22,30.57529721850632,-43.24000000000001,1
10470.0,1011,2,47,4024.49,2012.245,2,44.0,1,8,4,2012.245,2738.6316346033104,-3873.01,2
10488.0,1192,2,47,4346.549999999999,2173.2749999999996,2,571.0,2,0,2,2173.2749999999996,1184.764482945872,-1675.5099999999998,2
10491.0,173,3,99,2311.11,770.37,3,599.0,5,0,2,770.37,252.288884416258,-111.32999999999998,0
10507.0,894,2,59,1991.2200000000003,995.6100000000001,2,10.0,3,21,0,1991.2200000000003,0.0,0.0,1
10514.0,1252,2,40,1619.26,809.63,2,43.0,4,2,0,809.63,1028.090833438369,-1453.94,1
10522.0,812,2,25,2441.19,1220.595,2,16.0,2,6,0,1220.595,522.7569722634028,739.2900000000001,1
10542.0,400,2,31,2682.93,1341.465,2,395.0,0,3,0,1341.465,1440.7795641422736,-2037.57,1
10548.0,1551,2,46,3080.5,1540.25,2,220.0,0,15,3,1540.25,2170.4642648521076,3069.5,2
10554.0,1983,2,59,2608.96,1304.48,2,40.0,2,4,5,1304.48,1309.0809261462791,-1851.32,2
10570.0,138,2,33,1108.47,554.235,2,39.0,2,2,0,554.235,487.8400394084109,-689.9099999999999,1
10572.0,109,2,54,159.89999999999998,79.94999999999999,2,965.0,0,5,0,79.94999999999999,1.0606601717798263,-1.5000000000000142,1
10577.0,1760,2,45,2576.14,1288.07,2,303.0,1,7,0,1288.07,498.8355498558617,-705.4599999999999,1
10579.0,1575,2,33,2111.45,1055.725,2,59.0,1,8,0,1055.725,132.98557233775387,-188.06999999999994,1
10600.0,215,3,48,1181.39,393.7966666666667,3,921.5,0,4,2,393.7966666666667,326.36086749690645,-172.62500000000003,0
10602.0,258,2,35,2702.98,1351.49,2,883.0,4,1,2,1351.49,183.55077826040394,-259.5799999999999,1
10614.0,1607,2,85,5013.879999999999,2506.9399999999996,2,99.0,0,16,3,2506.9399999999996,642.3075157586122,-908.3600000000001,2
10627.0,172,3,111,4404.13,1468.0433333333333,3,770.0,0,1,0,1468.0433333333333,672.3354286614184,-263.775,0
10647.0,1720,2,50,1665.2099999999998,832.6049999999999,2,326.0,2,14,0,832.6049999999999,485.4641606236241,686.55,1
10664.0,505,2,65,463.20000000000005,231.60000000000002,2,1168.0,3,14,0,231.60000000000002,120.66070114167249,-170.64000000000001,1
10668.0,1095,2,53,4464.55,2232.275,2,550.0,1,8,0,2232.275,1239.027857334128,1752.2500000000002,2
10675.0,212,2,36,2183.0,1091.5,2,1707.0,2,15,0,1091.5,257.34444194503214,-363.94000000000005,1
10681.0,371,2,70,2956.32,1478.16,2,624.0,3,5,2,1478.16,410.3482072581774,580.3200000000002,2
10685.0,823,2,22,1763.26,881.63,2,208.0,0,0,0,881.63,985.3815838547015,1393.54,1
10690.0,742,2,57,4577.26,2288.63,2,1314.0,4,6,0,2288.63,2180.13748561874,3083.1800000000003,2
10702.0,32,3,89,1591.76,530.5866666666667,3,677.5,0,16,2,530.5866666666667,576.1123016681152,561.49,0
10712.0,1615,2,20,199.76000000000002,99.88000000000001,2,162.0,5,2,2,99.88000000000001,101.79509221961538,-143.96,1
10713.0,805,2,91,6792.43,3396.215,2,601.0,4,6,0,3396.215,1056.1700437192867,1493.65,2
10716.0,984,2,37,2027.94,1013.97,2,294.0,0,9,0,1013.97,1040.705618414737,1471.7800000000002,1
10725.0,270,2,41,436.66,218.33,2,41.0,0,1,2,218.33,64.92654464854878,-91.82,1
10729.0,270,2,51,2251.42,1125.71,2,1147.0,0,0,0,1125.71,317.61822397337335,449.17999999999995,1
10732.0,90,2,60,2824.4400000000005,1412.2200000000003,2,1360.0,3,15,0,1412.2200000000003,1419.3188733332622,-2007.2200000000003,2
10745.0,812,2,49,3193.36,1596.68,2,431.0,0,0,0,1596.68,1999.8959670942888,-2828.28,2
10755.0,882,2,18,813.2,406.6,2,37.0,2,5,5,406.6,139.2293252156312,196.89999999999998,1
10768.0,1804,2,80,3244.34,1622.17,2,33.0,1,5,0,1622.17,509.72499428613474,720.8600000000001,2
10774.0,903,2,78,4176.0,2088.0,2,1091.0,4,1,0,2088.0,1126.845366498882,1593.6,2
10783.0,517,2,61,1423.88,711.94,2,558.0,0,1,2,711.94,195.35946150621936,276.2800000000001,1
10796.0,1772,2,65,1298.08,649.04,2,170.0,1,3,4,649.04,281.9376157947002,398.71999999999997,1
10817.0,29,2,82,5124.16,2562.08,2,411.0,3,11,3,2562.08,2441.3710148602977,-3452.6200000000003,2
10827.0,1060,2,23,1121.6100000000001,560.8050000000001,2,303.0,1,4,0,560.8050000000001,2.439518395093621,3.4500000000000455,1
10832.0,1142,2,90,5014.5,2507.25,2,464.0,1,0,2,2507.25,1653.993471873453,-2339.0999999999995,2
10846.0,183,2,28,1005.9599999999999,502.97999999999996,2,557.0,3,0,4,502.97999999999996,468.98150155416573,663.24,1
10870.0,1614,2,79,5134.78,2567.39,2,120.0,0,16,0,2567.39,1492.5185673216931,2110.74,2
10871.0,4,2,48,3579.5,1789.75,2,56.0,0,0,4,1789.75,550.8361825443205,-779.0,2
10878.0,159,2,9,426.53,213.265,2,949.0,2,8,2,213.265,166.6155708509862,235.63,1
10888.0,263,3,112,4114.84,1371.6133333333335,3,610.5,0,1,5,1371.6133333333335,1567.022303521342,-1396.34,0
10897.0,1297,2,34,1800.0199999999998,900.0099999999999,2,386.0,1,1,2,900.0099999999999,1062.2865173765501,-1502.2999999999997,1
10904.0,355,2,35,1745.4899999999998,872.7449999999999,2,47.0,1,0,0,872.7449999999999,690.6665485239602,-976.7499999999999,1
10910.0,1469,2,55,1613.15,806.575,2,303.0,3,0,0,806.575,158.7525434441919,-224.5100000000001,1
10916.0,62,2,73,3280.86,1640.43,2,914.0,1,0,2,1640.43,1554.970238236089,2199.06,2
10924.0,1348,2,54,3556.08,1778.04,2,135.0,0,10,0,1778.04,380.6497224483421,538.3199999999999,2
10930.0,519,2,87,3737.7200000000003,1868.8600000000001,2,870.0,1,13,0,1868.8600000000001,1247.9020474380193,-1764.8000000000002,2
10940.0,626,2,28,2031.6000000000001,1015.8000000000001,2,421.0,0,3,0,1015.8000000000001,490.16642071851476,-693.2,1
10944.0,962,2,56,2602.07,1301.035,2,709.0,1,4,3,1301.035,1111.9042002124104,-1572.4699999999998,2
10961.0,57,2,39,3363.5699999999997,1681.7849999999999,2,2013.0,3,4,0,1681.7849999999999,1466.7020987405722,2074.2299999999996,2
10967.0,155,2,25,858.22,429.11,2,855.0,2,4,0,429.11,254.03518220907904,-359.26,1
10972.0,129,2,51,3738.3900000000003,1869.1950000000002,2,376.0,1,1,0,1869.1950000000002,1792.4520506975912,2534.91,2
10998.0,16,2,79,2189.78,1094.89,2,112.0,2,13,4,1094.89,299.6859960024827,-423.82000000000016,1
11006.0,1028,2,73,4281.45,2140.725,2,196.0,5,17,0,2140.725,1827.6235419938102,2584.65,2
11030.0,544,2,41,1585.55,792.775,2,224.0,6,1,1,792.775,291.2219278316795,411.8499999999999,1
11039.0,665,2,32,930.6299999999999,465.31499999999994,2,1262.0,2,1,4,465.31499999999994,596.8334786605054,-844.05,1
11055.0,628,2,57,3926.5499999999997,1963.2749999999999,2,1116.0,3,1,0,1963.2749999999999,1784.631449697668,-2523.8499999999995,2
11057.0,1001,3,78,5121.54,1707.18,3,505.0,2,8,0,1707.18,664.48358948886,205.29999999999993,0
11067.0,287,2,49,3725.3599999999997,1862.6799999999998,2,289.0,2,3,3,1862.6799999999998,1381.0078279285747,-1953.04,2
11086.0,646,2,41,3164.98,1582.49,2,1287.0,2,2,2,1582.49,1917.2351843735812,-2711.38,2
11098.0,165,2,65,2178.65,1089.325,2,882.0,0,7,3,1089.325,1104.5078632811992,1562.0100000000002,1
11145.0,72,3,66,4616.76,1538.92,3,968.5,1,8,5,1538.92,1742.1917324163837,274.67499999999995,0
11176.0,1380,2,46,3045.92,1522.96,2,314.0,3,0,0,1522.96,1791.356035186752,2533.3599999999997,2
11179.0,861,2,69,5225.65,2612.825,2,701.0,3,10,0,2612.825,572.296873353332,-809.3499999999999,2
11181.0,693,2,47,1382.69,691.345,2,1112.0,4,15,3,691.345,64.2830774776691,90.91000000000008,1
11199.0,717,2,69,891.24,445.62,2,665.0,1,15,5,445.62,182.5466866311191,-258.16,1
11200.0,212,3,54,3568.46,1189.4866666666667,3,502.0,2,0,0,1189.4866666666667,1399.8647483715463,-319.2300000000001,0
11201.0,451,2,51,4207.26,2103.63,2,12.0,1,6,0,2103.63,1388.036469333569,1962.9799999999998,2
11211.0,1176,2,39,3766.07,1883.035,2,201.0,4,21,0,1883.035,2453.9363023619826,-3470.3900000000003,2
11230.0,771,2,72,4850.04,2425.02,2,2.0,1,6,5,4850.04,0.0,0.0,2
11237.0,293,2,30,1182.74,591.37,2,1485.0,4,3,0,591.37,636.862793543476,-900.6600000000001,1
11244.0,401,2,60,2686.65,1343.325,2,1131.0,2,7,2,1343.325,677.061814053931,-957.5099999999999,2
11245.0,713,2,75,4541.15,2270.575,2,211.0,4,1,0,2270.575,1113.5164036735162,1574.7500000000005,2
11250.0,538,2,19,960.01,480.005,2,1500.0,3,4,0,480.005,290.8259480342151,411.28999999999996,1
11257.0,1560,2,45,2480.13,1240.065,2,21.0,5,7,3,2480.13,0.0,0.0,2
11262.0,1795,2,64,1819.92,909.96,2,250.0,1,3,5,909.96,863.7026489481203,1221.46,1
11276.0,519,2,23,1302.9299999999998,651.4649999999999,2,1511.0,3,15,5,651.4649999999999,202.946717268351,287.00999999999993,1
11302.0,1391,2,70,2479.94,1239.97,2,449.0,5,23,0,1239.97,1514.1701769616254,2141.36,2
11320.0,712,2,59,2653.5299999999997,1326.7649999999999,2,535.0,3,0,0,1326.7649999999999,781.9398918395196,-1105.83,2
11324.0,68,2,60,5023.17,2511.585,2,1274.0,6,2,0,2511.585,1367.919281408812,-1934.53,2
11326.0,77,3,55,2225.1499999999996,741.7166666666666,3,592.5,2,5,2,741.7166666666666,626.8932452446215,624.76,0
11327.0,1106,2,42,3594.3900000000003,1797.1950000000002,2,7.0,4,2,3,3594.3900000000003,0.0,0.0,2
11331.0,951,2,63,3217.0199999999995,1608.5099999999998,2,312.0,1,20,0,1608.5099999999998,773.0232753287574,-1093.22,2
11333.0,1284,2,21,1234.8,617.4,2,402.0,1,3,0,617.4,626.4400395887861,885.9199999999998,1
11351.0,1079,2,45,2281.44,1140.72,2,262.0,0,12,0,1140.72,799.5963481657479,-1130.8000000000002,1
11363.0,775,2,65,1346.71,673.355,2,215.0,1,3,0,673.355,355.7100662758927,503.04999999999995,1
11365.0,184,3,47,1875.99,625.33,3,896.0,2,10,2,625.33,135.59023084278599,55.84499999999994,0
11372.0,866,2,9,283.16,141.58,2,1184.0,5,14,0,141.58,124.47907776007985,-176.04000000000002,1
11384.0,1131,2,28,1346.78,673.39,2,150.0,0,8,0,673.39,441.7861747497312,624.78,1
11387.0,1421,2,58,3440.5099999999998,1720.2549999999999,2,352.0,2,15,4,1720.2549999999999,427.4955467019511,-604.5700000000002,2
11389.0,1391,2,74,5799.5,2899.75,2,567.0,6,11,0,2899.75,1377.3167305307807,1947.8199999999997,2
11412.0,73,2,36,1473.3899999999999,736.6949999999999,2,1354.0,1,2,0,736.6949999999999,511.86752783312977,-723.8899999999999,1
11418.0,305,2,52,4032.4799999999996,2016.2399999999998,2,1246.0,0,20,0,2016.2399999999998,2229.5925338949264,-3153.12,2
11428.0,177,2,20,1400.28,700.14,2,1823.0,2,3,1,700.14,554.6262748914804,-784.3599999999999,1
11432.0,303,3,86,5495.530000000001,1831.8433333333335,3,145.0,1,4,0,1831.8433333333335,533.9237886003334,-514.205,0
11439.0,581,2,75,4249.9,2124.95,2,1233.0,3,3,4,2124.95,1189.282895277654,-1681.8999999999996,2
11441.0,336,2,83,1471.5900000000001,735.7950000000001,2,742.0,4,0,0,735.7950000000001,111.22082561283203,-157.28999999999996,1
11446.0,2037,2,13,637.11,318.555,2,5.0,4,6,2,637.11,0.0,0.0,1
11447.0,545,2,74,3220.1400000000003,1610.0700000000002,2,234.0,2,12,0,1610.0700000000002,1880.2959261243961,-2659.1400000000003,2
11456.0,631,2,44,500.28000000000003,250.14000000000001,2,455.0,3,11,0,250.14000000000001,261.03553934282587,-369.16,1
11502.0,579,2,20,1545.18,772.59,2,1161.0,0,20,0,772.59,1067.7453817273106,-1510.02,1
11503.0,1122,2,81,4083.1800000000003,2041.5900000000001,2,536.0,2,7,0,2041.5900000000001,680.1377285520927,-961.8599999999999,2
11509.0,70,2,67,2254.44,1127.22,2,3.0,1,4,2,2254.44,0.0,0.0,2
11517.0,71,3,112,3518.5600000000004,1172.8533333333335,3,866.0,0,14,0,1172.8533333333335,528.6069585555352,345.135,0
11557.0,699,2,26,827.78,413.89,2,201.0,0,15,0,413.89,536.199072173759,758.3,1
11563.0,1139,2,81,3281.8800000000006,1640.9400000000003,2,817.0,1,6,0,1640.9400000000003,2173.1654127562406,3073.3200000000006,2
11571.0,154,3,107,7390.629999999999,2463.543333333333,3,940.0,0,10,2,2463.543333333333,531.3202379293805,-399.96500000000015,0
11572.0,1862,2,55,541.8599999999999,270.92999999999995,2,22.0,3,7,0,541.8599999999999,0.0,0.0,1
11587.0,870,2,48,3947.8599999999997,1973.9299999999998,2,834.0,1,7,3,1973.9299999999998,1439.9381070726618,2036.3799999999999,2
11597.0,1366,2,26,1643.16,821.58,2,321.0,3,3,0,821.58,816.0295097605233,-1154.04,1
11603.0,1193,2,34,3280.94,1640.47,2,377.0,1,6,0,1640.47,2162.96893297153,-3058.9,2
11632.0,798,2,39,3285.0,1642.5,2,912.0,2,2,2,1642.5,362.49122030747174,-512.6400000000001,2
11635.0,260,2,19,494.29,247.145,2,650.0,3,7,4,247.145,260.06680305260033,-367.79,1
11639.0,564,2,66,5827.06,2913.53,2,84.0,0,0,0,2913.53,1251.9608403620298,1770.54,2
11654.0,1482,2,70,3099.33,1549.665,2,453.0,1,7,0,1549.665,832.1303311681411,-1176.8100000000002,2
11663.0,295,2,14,682.64,341.32,2,182.0,3,1,2,341.32,254.61500976965203,360.08000000000004,1
11691.0,1360,2,49,2164.34,1082.17,2,228.0,2,2,5,1082.17,1238.3278216207532,1751.26,1
11711.0,31,3,74,3431.2799999999997,1143.76,3,759.0,1,9,2,1143.76,291.65716740721444,-163.81,0
11718.0,1000,2,29,2261.29,1130.645,2,500.0,2,6,0,1130.645,1507.0071852682056,-2131.2299999999996,1
11721.0,251,2,50,4612.62,2306.31,2,1601.0,0,3,0,2306.31,2641.086254138626,3735.0600000000004,2
11725.0,266,2,53,3743.9900000000002,1871.9950000000001,2,1199.0,2,1,0,1871.9950000000001,1816.2391228167069,-2568.55,2
11757.0,711,2,55,2092.86,1046.43,2,359.0,0,0,2,1046.43,1173.0477235816113,-1658.94,1
11780.0,1050,2,47,4104.1900000000005,2052.0950000000003,2,357.0,4,9,3,2052.0950000000003,1029.1868489492078,1455.49,2
11784.0,333,2,64,5395.91,2697.955,2,737.0,0,8,0,2697.955,1357.9773600653289,-1920.47,2
11804.0,562,2,60,2182.0899999999997,1091.0449999999998,2,1329.0,2,3,4,1091.0449999999998,977.3417797526104,-1382.1699999999998,1
11817.0,1873,2,60,1779.9499999999998,889.9749999999999,2,93.0,0,4,3,889.9749999999999,104.33360556407493,-147.54999999999984,1
11822.0,1149,2,55,898.6,449.3,2,28.0,3,7,0,449.3,450.5401567008206,-637.1600000000001,1
11853.0,323,2,71,807.65,403.825,2,639.0,1,20,0,403.825,220.86480310361813,-312.35,1
11863.0,622,3,119,7353.32,2451.1066666666666,3,421.0,1,6,0,2451.1066666666666,1234.1642786247435,299.96500000000015,0
11879.0,1254,2,56,4193.18,2096.59,2,591.0,0,18,0,2096.59,1492.9286892547818,-2111.32,2
11885.0,107,2,43,2846.58,1423.29,2,1166.0,2,0,4,1423.29,31.80566301777084,44.97999999999979,1
11886.0,64,2,62,4829.6,2414.8,2,82.0,3,5,0,2414.8,67.24585489084045,95.09999999999991,2
11899.0,180,2,34,2182.94,1091.47,2,51.0,4,3,0,1091.47,503.5448810185644,712.1200000000002,1
11907.0,369,2,47,1908.63,954.315,2,75.0,1,22,0,954.315,647.9148725334217,-916.29,1
11956.0,1405,2,56,1521.32,760.66,2,520.0,4,8,0,760.66,83.97600133371438,118.75999999999999,1
11978.0,138,2,72,5278.799999999999,2639.3999999999996,2,84.0,6,1,0,2639.3999999999996,1110.7233318878284,-1570.7999999999997,2
11984.0,1075,2,52,3177.23,1588.615,2,697.0,0,2,6,1588.615,1442.1089248909045,-2039.4500000000003,2
11993.0,1017,2,45,3887.34,1943.67,2,748.0,2,8,3,1943.67,2349.8713973747585,3323.2200000000003,2
12002.0,1427,2,85,3918.31,1959.155,2,528.0,2,14,0,1959.155,1691.335780987915,2391.91,2
12007.0,359,2,48,3224.2200000000003,1612.1100000000001,2,311.0,2,9,0,1612.1100000000001,814.6011540625262,1152.0199999999998,2
12013.0,691,2,58,2499.2,1249.6,2,229.0,1,12,6,1249.6,518.4789762372241,-733.24,1
12035.0,186,2,32,169.51999999999998,84.75999999999999,2,162.0,0,2,2,84.75999999999999,2.8849956672411174,4.079999999999998,1
12037.0,1277,2,11,230.01999999999998,115.00999999999999,2,554.0,0,3,0,115.00999999999999,21.90616808115924,-30.980000000000004,1
12039.0,272,2,51,3827.92,1913.96,2,495.0,0,13,0,1913.96,1307.9212710251334,-1849.6800000000003,2
12044.0,493,2,63,2684.2200000000003,1342.1100000000001,2,425.0,1,19,3,1342.1100000000001,1122.0228982511899,1586.78,2
12061.0,637,2,30,1919.96,959.98,2,578.0,0,8,4,959.98,590.2361723920349,834.7199999999999,1
12063.0,363,2,11,551.41,275.705,2,18.0,1,4,0,275.705,333.60590829600125,-471.78999999999996,1
12089.0,625,2,70,5860.48,2930.24,2,442.0,1,2,4,2930.24,671.1291881597759,-949.1199999999999,2
12119.0,1110,2,73,1718.6,859.3,2,694.0,0,5,0,859.3,304.4801799789273,-430.5999999999999,1
12126.0,1083,2,37,125.70000000000002,62.85000000000001,2,76.0,0,9,5,62.85000000000001,9.970205614730318,14.100000000000001,1
12134.0,360,2,29,1184.52,592.26,2,2.0,1,0,2,1184.52,0.0,0.0,1
12136.0,320,2,25,1581.58,790.79,2,1150.0,4,5,2,790.79,160.18797021000046,226.53999999999996,1
12139.0,668,2,33,2722.1400000000003,1361.0700000000002,2,1306.0,1,1,6,1361.0700000000002,1154.8043686269984,-1633.1400000000003,1
12150.0,910,2,63,3203.34,1601.67,2,959.0,4,16,0,1601.67,1707.3376074461664,2414.54,2
12158.0,421,2,63,3306.05,1653.025,2,442.0,2,7,0,1653.025,814.2688138753689,-1151.5500000000002,2
12184.0,15,2,52,3779.83,1889.915,2,1560.0,3,0,0,1889.915,2460.738669596997,-3480.01,2
12192.0,114,2,41,2166.56,1083.28,2,161.0,2,7,6,1083.28,936.8033479871855,-1324.84,1
12204.0,1532,2,21,234.18,117.09,2,5.0,0,1,5,234.18,0.0,0.0,1
12220.0,286,2,57,3108.2200000000003,1554.1100000000001,2,807.0,3,2,0,1554.1100000000001,1187.3029962903322,1679.1000000000004,2
12223.0,143,2,67,1822.76,911.38,2,150.0,1,1,4,911.38,1032.5456061598443,1460.24,1
12225.0,544,2,62,1426.2800000000002,713.1400000000001,2,127.0,5,14,0,713.1400000000001,541.6720786601429,-766.0400000000001,1
12228.0,1681,2,58,5054.46,2527.23,2,79.0,1,1,3,2527.23,2350.0411030022433,-3323.46,2
12234.0,17,2,49,1986.1200000000001,993.0600000000001,2,118.0,1,10,0,993.0600000000001,1344.8322450030712,1901.88,1
12241.0,45,2,30,1408.1000000000001,704.0500000000001,2,584.0,1,5,2,704.0500000000001,850.5221785468032,-1202.8200000000002,1
12254.0,411,2,40,2093.8,1046.9,2,766.0,3,0,0,1046.9,176.21100987168757,249.19999999999993,1
12267.0,980,2,66,3633.7200000000003,1816.8600000000001,2,672.0,4,7,5,1816.8600000000001,2278.3829017967987,-3222.12,2
12269.0,934,2,50,3959.8999999999996,1979.9499999999998,2,777.0,1,11,0,1979.9499999999998,1505.0202152130714,2128.42,2
12276.0,506,2,34,1210.06,605.03,2,833.0,2,10,1,605.03,579.8134184373453,819.98,1
12280.0,183,2,64,4251.58,2125.79,2,1694.0,3,7,6,2125.79,1624.0687128936386,-2296.7799999999997,2
12330.0,120,3,59,2219.7799999999997,739.9266666666666,3,326.0,2,4,3,739.9266666666666,283.865468370729,10.699999999999989,0
12333.0,438,3,47,1741.52,580.5066666666667,3,407.0,0,8,0,580.5066666666667,360.866994519218,344.12,0
12338.0,163,2,20,1336.4499999999998,668.2249999999999,2,316.0,1,5,0,668.2249999999999,467.7864910939605,661.55,1
12356.0,982,2,91,4210.41,2105.205,2,962.0,2,2,5,2105.205,675.4213263215782,-955.19,2
12361.0,1028,2,26,617.6200000000001,308.81000000000006,2,635.0,0,1,6,308.81000000000006,369.97241005242546,523.22,1
12396.0,238,2,57,2429.96,1214.98,2,1658.0,4,6,0,1214.98,1268.8041238898934,1794.36,2
12408.0,637,2,29,2330.1800000000003,1165.0900000000001,2,500.0,1,6,0,1165.0900000000001,114.76343058657656,162.29999999999995,1
12431.0,319,2,64,1501.66,750.83,2,372.0,0,8,0,750.83,583.9429220394746,-825.8199999999999,1
12451.0,82,2,87,4824.179999999999,2412.0899999999997,2,28.0,6,9,0,2412.0899999999997,2060.0424699020164,2913.3399999999997,2
12457.0,944,3,103,6828.919999999999,2276.3066666666664,3,308.5,0,10,0,2276.3066666666664,1918.2864296380071,126.99999999999999,0
12513.0,371,2,6,63.69,31.845,2,837.0,0,14,6,31.845,18.745400769255372,-26.509999999999994,1
12518.0,1344,2,53,1785.02,892.51,2,498.0,3,10,0,892.51,306.7570638143481,433.82000000000005,1
12519.0,2038,2,64,3109.2300000000005,1554.6150000000002,2,0.0,3,13,0,3109.2300000000005,0.0,0.0,2
12541.0,182,2,63,6006.71,3003.355,2,1347.0,1,2,0,3003.355,974.5416368991117,-1378.21,2
